"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.4791666666666665","0.041666666666666664","0.40336134453781514","0.0","2","4","false","Q5T3J3","13.5","0","2","0","0.9431089743589743","false","0","Q5T3J3","94","0.5"
"1.8","0.0","0.5555555555555556","0.0","1","2","false","A6NHX0","5.0","0","1","0","0.8400000000000001","false","0","A6NHX0","0","0.0"
"1.0","1.0","1.0","0.0","7","1","false","Q8WTX7","1.0","0","6","0","1.0","false","1","Q8WTX7","20","0.0"
"2.090909090909091","0.18181818181818182","0.4782608695652174","0.0","2","3","false","A6NI15","4.0","0","2","0","0.8441558441558442","false","0","A6NI15","20","0.5"
"1.3636363636363635","0.9090909090909091","0.7333333333333334","0.0","7","2","false","Q10567-3","1.5714285714285714","0","7","0","0.9480519480519481","false","0","Q10567-3","100","0.14285714285714285"
"0.0","0.0","0.0","0.0","0","0","true","A6NI61","0.0","0","0","0","Infinity","false","0","A6NI61","0","0.0"
"0.0","0.0","0.0","0.0","0","0","true","A6NI73","0.0","0","0","0","Infinity","false","0","A6NI73","0","0.0"
"3.3","0.0","0.30303030303030304","0.0","1","5","false","A6NIH7","2.0","0","1","0","0.54","false","0","A6NIH7","0","0.0"
"2.4","0.2","0.4166666666666667","0.0","2","4","false","Q7Z494","2.5","0","2","0","0.72","false","0","Q7Z494","18","0.5"
"2.0","0.0","0.5","0.0","1","3","false","A6NIX2","2.0","0","1","0","0.5","false","0","A6NIX2","0","0.0"
"1.3333333333333333","0.6666666666666666","0.75","0.0","3","2","false","Q9H9G7","1.5","0","3","1","0.8333333333333334","false","0","Q9H9G7","4","0.5"
"0.0","0.0","0.0","0.0","0","0","true","A6NJ46","0.0","0","0","0","Infinity","false","0","A6NJ46","0","0.0"
"4.87192118226601","0.0","0.20525783619817997","0.0","1","7","false","A6NJ78","2.0","0","1","0","0.9032019704433498","false","0","A6NJ78","0","0.0"
"3.876847290640394","0.009852216748768473","0.2579415501905972","0.0","2","6","false","Q9H7P6","8.0","0","2","0","0.9280788177339903","false","0","Q9H7P6","404","0.5"
"0.0","0.0","0.0","0.0","0","0","true","A6NK06","0.0","0","0","0","Infinity","false","0","A6NK06","0","0.0"
"1.0","0.0","1.0","0.0","1","1","false","A6NK58","1.0","0","1","0","1.0","false","0","A6NK58","0","0.0"
